,word,T0,T1,T2,T3,T4,T5,T6,T7,T8,T9,T10,T11,T12,T13,T14,T15,T16,T17,T18,T19,T20,T21,T22,T23,T24
1001,pleas,0.02224075408257359,0.0,0.0,0.0904729533026566,0.0,0.012352805474010119,0.045427455282880384,0.0,0.004188823066926963,0.0,0.0,0.10728689354737266,0.01976968121051051,0.04468933371817566,0.0028622073257090898,0.02542962861223067,0.13581026761224857,0.018330530340272436,0.0,0.020471193089819924,0.1018314668662372,0.0,0.0,0.0,0.008406992195420317
1002,point,0.4932965613431853,0.08395432198637541,0.03243607388510358,0.0,0.06215690739605685,0.0,0.0,0.008975400905287971,0.0,0.14975684100329428,0.0,0.16132172817203086,0.0,0.0,0.0,0.0,0.059630742467233676,0.0,0.0,0.02490021930790607,0.06580465990844662,0.030953034581068066,0.03288894348679973,0.02655538794977922,0.0
1003,polic,0.0,0.0,0.0,0.8616696231550636,0.0,0.0,0.0,0.2862723746039511,0.0,0.0,0.0,0.0,0.0,0.10886335354050349,0.16071777420684263,0.0,0.0,0.10857712200208763,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1004,polici,0.14234590740450292,0.07549725007139306,0.009262891435584857,0.028325180630124472,0.016968781469767266,0.0,0.07252299674926364,0.2088562048191503,0.08237582114469388,0.0,0.009609958249385759,0.1380417898489053,0.30011929776286855,0.05354367067588452,0.0,0.2049431884878974,0.03695273089076451,0.0,0.0,0.2026655335526517,0.24704331031554957,0.09168303435181634,0.0007488721767452747,0.033601664590271745,0.18428265794171067
1005,polit,0.2676203694105028,0.04445485783505823,0.23283113736701966,0.0875140783942513,0.0,0.0,0.0,0.1686523334373019,0.05773676715659539,0.0,0.0,0.2661356704055977,0.0,0.0,0.0,0.0,0.0,0.019162635950325437,0.04653766101034489,0.14570526331393285,0.0,0.10239644342321255,0.0,0.0,0.0103131234535073
1006,pollut,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010334948260970575,0.0,0.22997822664628226,0.0,0.023155557451989106,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.027612775944470525,0.8419571572222214,0.0,0.018253301089956212,0.0
1007,poor,0.09775363513235198,0.0,0.0,0.0032314655043114053,0.022761325078194155,0.0048564708923269665,0.07931373761532741,0.0,0.06466876747195317,0.0,0.0035972439802981196,0.0,0.0,0.0,0.0,0.0,0.024438158628039483,0.0,0.0,0.0,0.023638295630305627,0.00035268468277836745,0.0,0.0,0.04960756773750428
1008,popul,0.03779389822376077,0.0,0.002499674523331218,0.07803715789555603,0.0,0.04739626728772563,0.03619461854161251,0.0,0.06511070299855734,0.030428414173538268,0.086775272011277,0.0,0.0,0.033962358221249184,0.0,0.0,0.09371910305763503,0.031033992595178226,0.043992452810089885,0.0378126284512799,0.0,0.01753138968389906,0.0,0.0,0.0
1009,port,0.0,0.0,0.0,0.020156180696525743,0.0,0.0,0.0,0.12223773310639598,0.0,0.0,0.05493418193846891,0.0,0.0,0.0,0.0,0.061432546497119996,0.1859884666073804,0.0,0.0,0.0,0.0,0.0,0.0,0.03876589048271744,0.0
1010,pose,0.0,0.03904852454697474,0.0,0.0,0.0,0.0,0.0,0.06096542413050513,0.004310055928968817,0.0,0.010604371308304895,0.0,0.0,0.00032904526507438115,0.005793722322563044,0.0,0.0,0.0,0.004573148158560196,0.15339542565339068,0.048008586632844526,0.03271635144726206,0.0,0.0033174499849281044,0.0
